name,url,credit,links_work,updated,best
Ethel Cain,17fA8CEizs7IWvFrcWsN8b9XMz2FPw3r3Gum80BZksRY,"slayla1, angel, hospitalbeds, missinghimin4k",1,1,false
$uicideBoy$,17EjN1Q4F-FcKGWmZcjDYtCHk9VxwbHVhSrNyzxIb3xk,geeked,2,1,false
Charli XCX [Alt],1Km4wQjafB0z57XuIYtFW2HN0zGtGzv-bRYB6VtSZfU8,@XCX Archivist @kiwieater @Raupeka,0,0,false
Future [Alt #3],1HGv5U1Tf4HhEvVW0WNmGm0Q6BkRi37Gkhowz-OHJe40,@FGB @Slixx56,0,0,false
Chance The Rapper,1GdfybfLFKseuArE_Mz9iO4AatmAYWIKahn_vwGR-nTc,"x3mili, chanoguide, king.dar1us., slothsavedearth",1,1,false
Joji,1FPlWbXnx94y5FODJ2qniLf0BzViNSAmj6Xdfw1ZNwQ4,justjaelyn,1,1,true
Molly Santana,1PdwgmVxY945J_-2BrM2K-HAHz2Lg5dh3fEm9ADJLHUU,"partysallover, thinkdeepdontsink",1,1,false
Charli XCX [Alt #2],1CPS-eYOvFW-TncZblCyOzo0fTcvNJ2-yFt-Qmteg0H0,Jeen,1,0,false
Harry Styles,1U6Bmxw6_uy6SqKfe-YqpqgVBaWKSzD4bnUZ9vNA5p5s,hesftdt94,1,1,false
Ashnikko,1_u4QwBwudX9sJQBULs3fGw_RQqEdusSc2DbZrJ5geNw,"slayla1, tyler, cyborg.jake, mitinys",1,1,false
Ice Spice,1nZWLn1Y1_GyAE6DdG5gm3Yf49XKyFJ5lGEPczhZPHFw,lioaf,1,1,false
Avicii,1eRRDzWDa01hT1P9wEYnOwkNihCkoCOfdh8vF6_OPQ34,@OptimalRegion,1,1,false
NBA Youngboy [Alt],1Dvj7Qp4_cCKUiiddmEYxIBe1pIt2YLPuCdOxA1U_a8A,kingtut_90031 on disc,2,1,false
Bryson Tiller,1oBhoj7x3pWHaGBtF2m3qmyc83_5QcNc0QYDmzs5K1nY,lioaf,2,1,false
Bleood,1tRZR2LW8OoQ0Q9QCcDdOZA4gGHXqfLOGzAr7sKKpHSI,"slemns, lukie",1,1,false
Central Cee,1mH-0v-9TvMsxeX86n2e3Mcg5h553Mh0oWuZK0jiXVQ8,DarkStakerz,1,1,false
Ohsxanta,1djKmvGVPWh54IZ-Z3kUUtxi5tsH6ZDjnXG1t6pZ82e4,slemns,1,1,false
Lancey Foux,19dsAkkH8w7nBx6ZST8d1UAAvCJTNgKBfyNxdoWiXH3E,Jeen,1,1,false
Selena Gomez,10NdIn1iVdHxt0XbZmssh7pw7p7bsbFML6hwDIF4hMvU,"@selenaontop, SF12 on disc",1,1,false
Yung Lean,1bAAb6E7_r-9TWlHuKY_re-KZwU2yt_3tbWGTZcKu_Wc,"outpan, temperevelas",1,1,true
Autumn!,1agKp0OhugMnCFrZ1sPt4ipdhGHRTdgyLUiDb344XZQY,zed,1,1,false
Sabrina Carpenter [Alt],1DuODWAc3GqK8fK7wV0yH_dCGXeoP85SYgx1ZnR3ZY1A,werenotalike on disc,1,1,false
Yung Lean,1nyJyldGfvH5lc8dh7--NMXbQgCCJ5NEgDZbSJH9Uvws,comradedari,0,0,false
Gorillaz Art,17Fck38cPMobqOvr5noQwG6DdgjaHUjshMmP6ZVB2Nr0,zombiepuppies,1,1,false
My Chemical Romance,1FQAhGUAkdn_0H31c_eAGzJxqLBrN4OB-M6Gn1UXtOQU,"Max ""Stupidity at it's Finest"" Leavitt, .bruV, bloodedge, rowan",1,1,false
Aaliyah,1QJR4Ku4Si5kLUL1P_vi9hCkkjDQvDWqafWiYc1v_Z8E,"tonixander, looserap, magik2338",1,1,false
Melanie Martinez [Alt],1s4FJnE5rd8x-JThCm1aAUsrZ_6hZL2B2qNf2oZMlrl8,@diorplus,2,0,false
Gucci Mane,1F-0vYFU1_F3IdZTAN5-H0YWvzhW88vg95AmVxZxoCEM,"Rojas, Cortez, vampmoney, Kanto",1,1,false
Mac Miller [Alt],1OCJr_pTYNvbjG3iFylnI_7fb9baXoEIFgIMEhbJM-QE,@TeeOhh,0,1,false
Lorde,10QQEu8Gv0krv6ve6q0qADXUunSrmodUadZC3JAYMZNU,bethere_charlixcx,1,1,false
Nicki Minaj,1D51YvYshYEfrFJ42BdXZITEeXf4ye0i22Ih_xaLsPoA,nmislife on Twitter,2,1,false
Olivia Rodrigo [Alt #2],1g9RxIQ2JTVYwy5GTYoOnxH3RoNNis7l8zq9tdT7QPSw,Jax & Jeen,1,0,false
Camila Cabello [Alt],1y196CXUYarhem85gVchL8PLe10iZYEHGTgxmSWYUzXc,"milagoat, kevich",1,1,false
Baby Keem [Alt],15tzuMMTZWTsl-n6GQCWYYSgFaaE9o5CuS37F27lxVRI,@Aidan @zoaR,0,0,false
Dominic Fike,1gzD1-xMwzvsk0U9G2emMM35i5nINaZG3qFlQ3Vl18v8,@DylanF1,1,0,false
Young Nudy,13NdGOf_18SYmKi8oZX97zAGJgv0pJEH59k2Dxj7RkCM,@Anatomy & Roses,2,1,false
Young Thug [Alt],1RWeaWFGEeUfGrVqY4XX0CgMfjlPsM5KHqiKBb8wtXKQ,@Young Thug @slattgod & SabSad,1,0,false
RAYE,1XKxt2eS80Z4X2uOX0cZOTCMVtWYl1nfTWtJOQiBsXL0,"@leok, @raymeta12, @samvs",2,1,false
Rihanna [Alt],1DKf6MBZ6KcKoKFH5Vnl1qc3CrPIiHey-EgOrpKpLZQo,Jeen & noa,1,1,false
YNW Melly,12F6NiZjW1jVkWP3Be9auscqfkFIGO617SxPnIAt48Og,@Jay Z,1,1,false
Sabrina Carpenter [Alt #2],154zqyDgUCcl3VEhLK6optnFdMRwkuZv4ZPDQz7x04d4,@cleopatra,1,0,false
Skaiwater,1P4ArPuRP6_Sq7LErNHptP2ry6fm3lBjHM9Rg47hRwNU,Roses,1,1,false
Doechii,1P2inSuDEuS_kp45qDAXJpb_hmj__Lj409bytyp4xiw8,"RunAw, dankuul, Brimcoole",1,1,false
Arca,19FvRIlVG3J-H5WtxHry7CwB0VZ8JRJaJDlBpDKMGk04,@glitchdiva,1,1,false
Fetty Wap,1H4sofJeMazqIyHJhi51FzAitZL4t0myFcygknSFMTBQ,@Fetty @ichirofan10011,2,0,false
WIFISKELETON,1SxYbw1hGAZDIJcA056ZcjL4NV-1OehQKwpZmeUtb0bg,yoshiiii0311,1,1,false
Big Sean,1IXtjgyqJyrM0oMJM2laH2kosdIYMbbHGGHUqHfVgPuE,@IAmBatBatby,0,1,false
Pink Floyd,12iGihNLwLuCHufFIT_v1EgK9J4aXDLbRHcYTa_3gydg,DukeSlayer64,2,1,false
Billie Eilish [Alt #2],1T1wSkLkey-ijxPC_rfwXrQfUe8AwfxOoTp2BY3UmFvI,labrinth,2,1,false
SZA,1mPq6ZvoQ1_kWqIH9JS8I2VbBb8WboFYyeMP2yqjtz7s,netta,1,1,false
Isaiah Rashad,1kbWlqePhBU7glVwocFP33f1dZ_q7vpx_4HSQI1Gpms8,FinalxNinja,1,1,false
Charlie Puth,1flw87IAvNVaUfPUrJbTGmvhUOGbYJblgmj_ccBBQ2do,leethelemur & lonelyproductions on disc,1,1,false
Ava Max,1EfPL9-t3ncvmlwMWI1FUi--HiDaB2sTRF5V85Zyrqkk,@guyfilmoutsold & Oomf,1,0,false
Kesha,1zUJdWDv0hs-h6TjTdFb9Ki8U0lXtz7ZcVYfi34_WcF4,"hbicpimp, idkwtfiadbili",1,1,false
Tay-K,1_JNEFoF3_yuo4bOaA4VtkST1R9JgVeb72t9J1h4uTjM,@teejayx7,1,0,false
Marina,1BSkmKuWBJyVZIQ2b3bs1azvSMVhpVde_wf5I1vOplK0,spinmeround,1,1,false
Usher,10b5EFPYc5Qhn3A7arsruyeVOYdU4Ab9TuQqELV9joa8,Wselenamoment,1,1,false
Daft Punk [Alt],1ua9PA27-_LdSddNcU5i4PsvrzI7NMLalsOsXlDTsjuw,NikLaffe,1,1,false
Veeze,1yhP6STL2eP3RMgXJC77zjEffy3AfNw70DhrB6ZdfCP4,romanifiles & xogrimz,1,1,false
Cardi B,1B1oOQfja2uluNtb2cAooZC5wGzjSSW-cSjWJjwQJEyE,"Bardisoul, BartenderDeco",1,1,false
Wu-Tang Clan,1dA2h1kQffOmUUeCy6YMu8IYdGGqnhnWuabKdK7emyyU,"TK, kill, dxg51",1,1,false
IShowSpeed [Alt],1Xbs6QzVigei6mz4FFx4tO254eO60SEcebGSNDCq0vrI,Santi,1,0,false
KSI,2PACX-1vTjBrDMLPv4pi6aOd_u1Z4GzUgislm0XHIlmx-02ZSx9WMCtpjx9hELAS1yxUXK_LAaQ6WFk6iGta4f,monsterTUBE_xxx on Twitter,0,0,false
Capital STEEZ,1Dt-XwWicPLn4SsVNpHdiWt9kBe0dQx7EMT9FbrX1rak,kill aka piirates,1,1,true
Aurora,1JEdMm2can97WcLx1_J7xoX2m7vtJvM0BZFvvD6fkOeA,rain51db on disc,1,1,false
Don Toliver [Alt],1Xeoh2lXnO93BTFpwTH4IzZSfPHouC1wBdyUDx-Qamjs,"notdontoliver, Alei & Roses",2,0,false
Miley Cyrus,16pG6WvRLJY6d6Re6XmD-bMly1L2djhpO,@leok,2,1,false
Bebe Rexha,1d7I71uL6z_BmukshZSwuNVJmAaYul3Cn0bo9WdrNsj8,kevich,1,1,false
J.Cole [Alt],1-1m25zzXAirta8XDCKFKoY9qbaOJK0LlpAOly4lqFlY,@Longtou,1,0,false
Twice,1jmc1dG979NvZ7UeAkL-BgFuM193f9xBIaFB9_XlsZ5Y,Selrun,2,1,false
Vince Staples,1_NjFkevi7tbhqAGHSfgaEsKrzRgvPePUeCLv0GG2GgU,"BigGuy87, Digital Hendryk, dylzzz, KILLRITE, maliceeee, owl",1,1,false
underscores,11rr10x_ZrimdnylZ9ESUVZDkAORPJb7OEb065muZKVY,sonoftherighthand_,1,1,false
Doja Cat [Alt],15wLQDl89xiiM1TKVkbEtAIH60bspbDhbtOvCtQy6yqs,"missinghimin4k, diva_demonic, skittledish, aaahh_men, tltpoe",1,1,false
Imagine Dragons,1CGIPUzMCIcRPTY3r4Toom39lCFCX4NnfrvfE0Ce5-eM,"milagoat, kevich, thatvenicebitch, mysticfox",1,1,false
Black Kray,1EqiP9dCrOx2KYeEyka-4gI1v2DmxXl4VixRiHqnbXfM,"vxnnuntitled, righth4nddi4m0nd",2,1,false
SahBabii,1NXFFPblYYTRtunLEv_UrjeeuX7d3wSU2fmwMfO827ts,"Roses, thxyuvi",1,1,false
KayCyy,149xFObwLI9lMCWJPs3RBZhLJGMQ9cqkr1vIVsIVuV5c,KayCyy Hub,1,1,false
ZillaKami,1WqCclZjeBjJsbW7GWxa1o_hOtu0YqrD3_bm7lZttXU4,Scizor,0,1,false
Logic,17fBA-RcIs_sXpOsktHLa91cGF4ArLkpLE4i_pGqLyyE,@emerald @ice & Bahd,1,0,false
Chance The Rapper [2018],1yAV5TDOh3qI5dkPNauRDDApqoFUCxB8klX9lHX4DxHY,"U/WeAreNumber_One @W_1
Tracker",0,1,false
Mario Judah,1IVS_2Uw8Lt7SUs0QcH0PZHPiMN73a-HQ9CESdTZS7xc,darzen,1,1,false
Azealia Banks,1zbIENx3BG4yNIn_bNbn1oHRgYweLVXorvSUCldpqwoI,"seod13, eckolaila",1,1,false
NAV,1xiw-nyfRhizLuSa07FCv73yrMX0HgyhCuipTmcjKkvQ,@unbuttoned,1,0,false
"Rae Sremmurd (& Swae Lee, Slim Jxmmi)",1BMq3Ki-eNLykcUotqbjGAxSTb1cll5ldPs9uRHrKXNs,@Swae Cae,0,1,false
Trippie Redd [Alt],1FNvDiC75Fv3wvYBt1SQ9JpF2D5SR-LpPzJg2X7xGYQQ,tendai & slothsavedearth,2,1,false
Aries,1EqhVlcb0vWcvYCPuH_zcHhZUUzl6osK9w4Pd61_qjEA,"skid, scranton",1,1,false
ericdoa,1z9a6BiP-ciHNRCRMVUt63_E1-qXhXOs9fGnoIYMii5M,soju,1,1,false
Demi Lovato,1t0KtTUiB68rItYX04dioGL2mxnftXk2hFrPovIA7vCE,"raymeta12, cheesy leaks",1,1,false
Creamer Nation,1IFhQbmAps11t0xPEZNhutt6vF1eaU8zVFeBda7OqOFc,"Whisp, wockexperience, Moist, Alis, ColbyJackChedda",1,1,false
Top Dawg Entertainment,1R6E6ccGMRfKVLWzqJPjXQ0L3Z7FbCiUCdSkF8ApG368,"aeolowl, Infisrael, Idk what to put here, osunn, dollnora",1,1,false
untiljapan,1XR4A-TAojE_1EUXushbfxoKxjMrh0GcL2Z3XZHKCmbI,twizzy,1,1,false
Mariah Carey,1ro1QoYF2yX2gAMgz8WfSpe7KFWmjL4H0_HMGxwR4RFM,roan,1,1,false
brakence,1XvUyA2ykmJoBun7-mC4dVYmoqBsRYkBwW-QUfKSQspQ,skidxml_,1,1,false
Poppy,1DVNxCBArGpDw-pPUFjYPnxpleaTdzoQE_cPgjv3lM6s,plsticlqd,1,1,false
Phoebe Bridgers,1P81402MjF8lgeXp7AceonKmPTKb3ZMEMX0pay5_BNJY,"allmylxfe, raglord, pop",1,1,false
Lil Skies,1tZHwkHGd_fSfJNq6o3mR0PxZgZDmms7DrBlJFbBBk1M,SkiesHigh,1,1,false
Bon Iver,1M_0MVQOEitqd4lWmSKkfnt0l8BXllqVl9JETtt975fQ,ImpossibleWhopper,2,1,false
Iggy Azalea,1-KnRk8mvop7gzLEe_2jKTxJqC3ZcQ_ExEYZQsmps_zM,trapgold on disc,1,1,false
Tyla,1tl9M_9pS8pwQZSDCSVD4ZlwZip27TyFInPerwO9DGzA,kalisorquideas,1,1,false
Anderson .Paak,196TklYaGBkIr1wZKoTmL03uZByyjCJbTmuPNFKvUbB0,vex,1,1,false
Dixie D'amelio,1FXLcfk_OVkRKEjKwkp-DQW4EtMSyZcwuxvVf_RGZNWQ,superaliveandover on disc,1,1,false
JPEGMAFIA [Alt],1H5HnCJZe7fIDjlsSFSTzpq-cWcUM9XyDpwTaEUxBMIY,miserthegoat,0,0,false
KAYTRANADA,1A7k3nXJNrrgtzLyiHeLkYn6II0Q3ryOZsOllj4huy24,"astrldzz, spaceofsaturn",1,1,false
Mos Def/Yasiin Bey,1szpcLNqBbxk2QjgSCgbE-MFbmG6HtC9JyYs4SmK4FYI,tonystarks00,1,1,false
Don Toliver [Alt #2],1yJsfK8jH1SyGCwM7iY1XRjrd4LgIqjAfIl50Qy_9o8Q,"Alei, Roses & NotDonToliver",2,0,false
Ant Clemons,1r3hjoNlAag_fv6Pby7-srz74KCTLWDZbSqOjnjmJd4Y,@Ant Clemons,0,1,false
Lil Pump,1DCYxExj15O6YUB4diwhSN_A8xRjAFIAg8KlW5BhgZQI,@Rojas999,1,1,false
Blood Orange,14PqnpEv-BCyidKmFcVY8aEvhfGO2EMdGHQ_YV-IlEuo,Da $hine,2,1,false
Jack Stauber,1M5kg-5C0w9rGcwpT4z23HxySAd531jJLK0gPNyu1A-I,Sophie (janettevivienne),1,1,false
LAZER DIM 700,18jj-okFS-vApV3-OHPDV2TrFHDil5Ld43WAZX8na_3s,jok3r666,1,1,false
FLO,1966Ehb6wu-SiqkqPHbGuteZxsfr35wYxKF3Z0xfSbVc,drunkenaor,1,1,false
Olivia Rodrigo [Alt #3],1nzwMq5n2M4O0mkHTynTecgh_FuBKjNaXLGZWwbYa9NI,Cruelest Summer on lcx,1,0,false
PinkPantheress [Alt],1EddOGo-jbB1dqcXlVeSqrfvJkUceLUTgmPEBw4TjqCw,Holy Bible,1,0,false
BIG L,1j77GozozsmEn48n1-EjLoYP46tUXvK3Ocx79urfnjLk,"troabroa, yeezus528",1,1,false
ROSALÍA [Alt],17MGLvQKXGL2TKCd2tScto6MUI4ptOMf6MFcLmGQTKxg,"afonisha, anhvoh",1,1,false
Lil Mosey,1tsPcry41W5i2x4aDQpaRfrKhiCab_YCJ3XV7nhfaZpM,@DnASoar @behalf @volt @reallyexpensive,1,1,false
One Direction,1YHLobpw99IarFigCThOOfTwjFBA7TZatgc55-QjOoEc,the_real_ariana_grenade,1,1,false
Danny Brown,1ybtg3wbiB63eHKGv8_ZFek3qQIoRbB8DUYAWObfeDZI,@madvilliany,1,1,false
DJ Premier/Gang Starr,1RaAzCb3IAg0FZas9dsAMqU785xw1sDYIvx3-SVFEVsY,mel0njuice,1,1,false
Halsey,14TXHFK_25arf1nIkFXkLmOfVs1Yz1e0dz-pTIGqF9OE,@PackRunnerEthan,0,1,false
Conan Gray,1kVn1PkIxnyxHjqzo7re7NZKyAlRDjnLSqsJggW3Hyt0,hesftdt94,1,1,false
Sampha,1Lyqc9CH9MPsdRb5ISk5NCWO3LMezLFTq7RFAthenOA0,"maliceeee, Rythmic Reason, deadmemz,",1,1,false
Shawn Mendes,1AXukDK3k5Est81hchg8Rsc_BL3Mz7DfP45rAQCgiIsc,"raymeta12, @the_real_ariana_granade",1,1,false
24kGoldn,1EnVfwL51_-bS8Ts5ZLsev__dPyamxdMv2ak8uwPvTUA,@Jay Z,0,0,false
Summer Walker,1z9rWKIcEKxODq_9BdElNAJXffnYhFtrwc1Yzo7_OViM,"lioaf, skaura2 & moonlight runs pop",1,1,false
6LACK,1eOpb5vJGKhPthHDblR5MWletHPpH3HZEEO9pvy_3ypE,Deixyyy,0,1,false
Glaive,1EJrH8x3JWphFbO-m5YslQFHozb6B3yPQy0NWsO5LVdA,dbtua,1,1,false
SOPHIE [Alt],1eggiBiwifQuWV_gCTifthmbjGF-rXH7pHz6yiLtn8Xk,Crazy Fairy,2,1,false
Weiland,1B4tLycf_6mq_t5e5FqFYHrMO1T9P43hj-eDv_EmL47A,Roses,0,1,false
Jeff Buckley,1tdQZCgiKXyNfDqW_3hwywI8TyahmWZ4dF6j5EdaAozo,"Brimcoole, @Commandtechno, iMiS, Darius",1,0,false
Zayn,15q7YTsbf49pLo80ceW7JLruLr7XzP3NyvypfDyQsJw0,@Pankaj Rabha,2,0,false
Joey Valence & Brae,1Fe-4OKQKyewkoD5GZ4y4-MNwA_oSXGf6qVCgeoFSnkI,are4,1,1,false
Nine Inch Nails,1U4OGZv235dV4r87ZGdpX_LBkYdC8EUHuBg_OmWUxgXw,@teejayx7,0,1,false
Clams Casino,1rgozDgBQxmi6jGZjhjWwpbfkc_4I0gWd0CM3UomAUFA,"KILLRITE, Zanthin, meatkeeelf0kk",1,1,false
Miley Cyrus [Alt],1FquP2Yg89aYVOdDWXEO6kcrxtUQyvIYBoDs7VtdCU9U,@mileyopolis,0,1,false
YVES,17qA7pviuxvP08vdmoosRqesMKsgk1qMKPaDUcTkmNRI,cvsp.aep,1,1,false
Ecco2k,2PACX-1vQG3sKhpSi8HTWbKSWAIXHZ7reD9ht-7QIvWllT3Le6o5V-V51id2kobBBjGN_EtQ2_cukgcmwnK0W0,monsterTUBE_xxx on Twitter,1,0,false
Iann Dior,1fgZEJTgHGGpNhSJKLQqGRV_uhbC3wFsaVvGXaQEqYfw,@Capri,1,0,false
Shady Records,1M5XxuiUbx38V0XhxSgO3AiD124S5mLA8mj3C8m-G8Ew,"GrimR3xx, Franki8000, G-Man Junior",1,1,false
Steve Lacy [Alt],1Ts7m74Qhnqy_50l2dLUWpAa0rVswvTuR9o1IJNEliSk,genesis,0,0,false
Dua Lipa [Alt],1EoIbzGPLSHTgll37lZsPGE318FHQPp_T1qshCT2MQJs,@Emerald,2,0,false
Lil Peep [Alt # 1],1hG4Qxb75FMQXiqTa-k393lv557zZ7zPT-lX4lUGT4NM,"u/Jarsak, u/Cserleo, u/Masu",0,0,false
Caroline Polachek,15bVtshOWlGUTs55LVAJhlyLRKIsaw7YhWZZzjJpatcs,tulsafreak,1,1,false
Pusha T [Alt],1S695-f_ZckQByFgHy-FVNHojxrG0sqVqy-bQNYdK0c8,"Poptart, vertie, m3ltmyeyez, slothsavedearth",2,0,false
Thundercat,1KN1eE89gaCsf8Lh_mnjxjfrz7HNQd7V833uxMPibZkU,@madvilliany,1,1,false
Okaymar,13AdIko_MXvYxTNJsXjqlt1zSuUqw17ARiL0dVFJFv64,slemns,1,1,false
Tinashe,1u9W3jvh8rJQZ9shiX1CACRvaiaWCFYzh_dBzAoIyKck,Tulsafreak (@wa1meabay),1,1,false
Troye Sivan,1vJBFjRnnzGAjDDafX4EabZhmDTnwS4W41iKDmbiJcUs,"honeymoonboo, sanchezxoxo",1,1,false
Jay Electronica,1Gd7k0tURHQutRgCBs698MMWst1Ey3VBM4Rlyhvq6VG4,@Oreo Eater,1,1,false
Maroon 5,1iN6RCKmAX9iIfxHfwglIpnm3IoiYR7IkNTy3yrnRyks,"Soulsby, ColbyJackChedda",0,0,false
Mars Argo,116xKTB2AWgEfHnFgu-7C6rJ114QUJff9hZyQnAMyTuU,iamreal3321,1,1,false
Rauw Alejandro,1POGteAr9xNzCTAcPSYy4uEZhtUvsMMGWaegTs0ZJu9M,lioaf,1,1,false
Fifth Harmony,1CfmuUh4yuMpNFxDcvW3b96Hff08MwSSm8Um2uAPT52E,wxytiv on disc,1,1,false
Lil Shine,1kmsM7Dz2cqnMbHIKq2en2xXR_F-sZ5_vAAEOW72F7co,"elapid, slemns, berrypunched",1,1,false
Harry Styles [Alt],1TxyYnPGWzZKlMqGsG7d-W_CLiHmpIPEzibHpWCRyCdA,notdontoliver,2,1,false
Chris Travis,1uu_Mv8agF_I-TP-y7vhvP432TuZdVLUxl5EfFSTXxw4,GHXSTARCHIVE,1,1,false
D Savage,1dqrM1jYEd7z2sy9_bVvL-d-kBlG7sFbHKSl3HESB7X8,@ej,0,0,false
Homicide Gang [Alt #2],1S-yjYxeF-EToeKTrfrwXyS4yhaoRbBQeBxIqJkfaBYM,bafuhmet,1,1,false
Little Mix,1ohZFQwe3IVutNbb42THSywEXEpHdDKx8Gk-yS8YZKiU,@DistESP,2,0,false
Lil Mabu,18qbdP3-Eoezdra8KLYv6ZUW_yy2I3iid2pDF-K1Czyk,mac22222222,1,1,false
Car Seat Headrest,1-0RHGji2btS7q6oZzsCC-BU5rzLEJqKxUHR8DiTgYyw,Chel,1,1,false
Kid Cudi [Alt],18kP6UsFxxLujX95QweZCwb0K5-J6b2KJHJpAFUbm2iM,@Zach3656,1,0,false
Quadeca,1YXXvANbMdpViF1SbavcnHE1-KLTfmlZIdnGufiyi9eA,"u/Devishjack, u/Kevin_419 & lepslife",1,1,false
Sheck Wes,1DZTmNAHXkuzMnywjgW_GFld-_Wby0ByCu49vpaFNt5A,helltoparadise,0,0,false
Sonny Moore / Skrillex,15hYI-8geDvt5ts_ipqRorHbimpgtcLZwJtbCZzj4Gl8,"heavensentchris, UnreleasedDrops, gv_nks, SarahWiWi",1,1,false
mk.gee,14JF2Plyr4mwrR3b9X_C0SowFaxB4wsRoMPYtRdDbrq0,quincythe,1,1,false
Denzel Curry [Alt],1e_bWTzbDHTV68u0ml48ZENCI5-BnIFbyOJQdSPG04-Q,m3ltmyeyez,0,1,false
ILOVEMAKONNEN,1v1FbJxRJ9wcmloWZaWOGE2NlcSX0uziPAe7TePz2jVE,"king.dar1us. , tayilorr, ladiradi",1,1,false
Lil Yachty [Alt],1ZQLDuvUPtlXs0Ifv6_K3u8vz795fpbo45O8Eq6HnIQE,@Young God,0,0,false
Panchiko,1Ug1y8HNvV7gy4eJQmuNgFVTsENFDXw4wjAnENo4-P8k,Vertie,1,1,false
Lil Tracy,2PACX-1vTns4e-YRGxwE81S1neNRqz_rXwbcdvbMPMQ1LhjGnR-1Wgha1NQ-v5En0OLpTrA7IuF0hFV1RfPVeM,monsterTUBE_xxx on Twitter,2,1,false
Justice,1DGtgZVIYr6QW8xRi5GreogbbkbUI1JpriJbwkZ_pkzg,NikLaffe,1,1,false
JVKE,1c_bl_8Uek0YR8p3tANqL8ESNXjfQMz_tfVTMJp8NeuY,PurpleEyesMusic,1,1,false
Shoreline Mafia,1XjwNUTCtZxh9EnFFIWstK_JEBi2VFY74sEQy8lMLnfw,liaof,1,1,false
Smokepurpp,1KrZM7GA-DeWqUWA4vaxYnY7d0rqxaQyuLhW8LUeh8sk,@Rojas999,1,0,false
Slowdive,1ZuhpJKkFe5saYfftrsqEhgB2a5jT1adFNjNQwdDUZPw,ecstasy,1,1,false
Isaiah Rashad [Alt],1gKrf3M91rpKTffQD_5AvhKrT69BfyEt7LRRE9uxpeUM,"IAmBatby, Trash, Maddie, Attam & mista ride the whipp",0,0,false
Jazmin Bean,1cUEYgf10pferv--etyKVDdHIHjgHC6zQXGHnOoU3y-w,"yurei, skayla1, cyborg.jake, angel",2,0,false
Kero Kero Bonito,1WUxXVzcEL9KvW6bB-UDGLI46HfjV2U4Ncr_LPgZpOy8,kerokerobon1to,1,1,false
Porter Robinson,1Cr7Apky8BczOxNflY2PSTg9W31ARrrUCjdqk1Qn4VD8,Riley & night_owll,1,0,false
Big Time Rush,1dG9R8pS56qu6z4b9doOTWMN_uatsaECSbcA850FqTGA,@joey8696,1,0,false
Lil Dicky,1545ogxg2mlN7dyAeYHJoLRKMWabOWmKtRN30tvDfVdQ,Divinity,1,1,false
M.I.A,13Ek6Aqcw6VoTH66uxeiUz_eiVsG8VrkMQyKLHWSSLOU,RunAw,1,1,false
Mitski,1RISeIssqCXWzESOPuWWe_K2Bq8Wqq3VuLZBuFOZgEQ0,@unfixqble,1,1,false
Fivio Foreign,1WsQu4DDuXaPywG_DGXG30TOmQeHF-924b8UdL-ZfZjo,Shadow,1,1,false
