name,url,credit,links_work,updated,best
Rex Orange County,1R9dkRkIjoagXExTvKYYOkDvECK_NP591YhRQBqwkeuo,andygump211,1,1,false
Malcolm Todd,14-j-96YS5Dq8GPg_aYl5-Z3Jf_x8Poy77-ljXuLZ3wM,"hillchapel, Brimcoole jaiwasnothere, mizticaltoez",1,1,false
Ice Spice [Alt],1dvT3mdp1DVBV5eixAkGbnyp50b53lzqV2PppeM4YGSE,@snowsquire,0,1,false
MIKE,1b4k1au5DeR8CkEA899FCiN6N8j7ofnjtSSFX17xnQW0,ali8593 on disc,1,1,false
Sonder,1-zyjhDdgKvCpoVZ2gAJ5NwEdfElp0MPiCGhF-bmTXM8,liaof,2,1,false
Homicide Gang [Alt],1VaRJqWzCOJF2fCYuCsRFeaWlWxxJ8ITis0p3yf3wP08,MaccLad#4270,1,1,false
Lil Gotit,2PACX-1vSEtuqLumr9b6yw9fFzOXBjIO-tAEueaGS7gF43CP4hqasaLcRU8Sg0aDsrwPNtSvD6eLIaGkpELcmi,@pvrzifvl @Gotit @Lil Gotit,0,1,false
Lawson,1KDY06JO-n9DebhdUE_w_ufk93wSaelRJs6XlqzE19IU,xscapee,1,1,false
Doja Cat [Alt #3],19aoDKngZHh4Z2RMZ6-L_Sose5pVLPPkwsGrSEudCRsQ,rxttingkorpse,1,1,false
f5ve,1_aAeUHmRVzdVn-ejLGo5HALbUFAqXxdHEd6j0oopyk4,fi5vve,1,1,false
Ski Mask the Slump God [Alt],1I3WPANypl0dm6XxS8duPz-VuAnU-pFfeeE3cMrxSYug,Ski Mask Discord,1,0,false
Kay Flock,1mX1vRH6H-umLnY3Xt-4w1VOm2V6PWouwipwuEi7kBKE,"DarkStakerz, syrup<3, raglord",1,1,false
Doja Cat [Alt #2],1-GIDKZJYqMU-I_-kpIqqyT9biQpfRRLNX700Mn1MMdk,Fallen,1,1,false
NAV [Alt],1No_p3kfh_2ecmmlO-XwtgGtgYxCv7rdde5KuCY0mTkY,@lxns @InDe_eD,2,1,false
Alice in Chains,1jjT6Kk_9eZx36RsqkJLS_XkThSsAPTLZqggHTV8Bbzg,DukeSlayer64,1,1,false
mzyxx,1fbUISzmf3BqhJKwQKl4gegjadO8X6Db77B_TJw1YtsA,xyan,1,1,false
Logic [Alt],1g8pb9D-hzpXnLuzTM_oOvQW-6PkuL6TfcKIPpQ1Caa0,RattPackHome,1,0,false
Labrinth,1XrfNYcAu6Pl1osbGdndJe9XyJ12qJe6EcYFI3mjouqM,epicsuma,1,1,false
Smino,1NLx9U-A_Xi78HlyQzfbLCbAHiyxSk2Jxf06g6J5oypQ,AnalogDekalog,1,1,false
Clipse,1XUtY5ris3U5R9sRBTOQdTxTNhvCbmjNAQbmLHGHTMGQ,[iaon],1,1,false
Elita Harkov,1KwppW852lb9IXEjE8gIgkOGg-ZFtzDLPfmL_nvUOIys,"yurei, slayla1, tyler",1,1,false
Leah Kate,1J3hEK-96JWxlMW5I2Uq4MfiLwtyhvHflY6LKmDP2IW8,"fromtheend, plsticlqd",1,1,false
Lil Peep [Alt # 2],1inLqHXfTLm5CPpEE2tUoTepm8CjUZ1UgB9iIEzurF5A,Dakota,0,0,false
Selena Gomez [Alt],1-3CH8G-Rbpzya0-Yx5TfdGLsLpzFxmLzoKhxnev7tRU,@Shadalena @mileyopolis,0,1,false
Trey Songz,16qN1IXwnltwU0g4K--yRfXRP-oQZ_jHHUHyt_xjejCs,GrimR3xx,1,1,false
tripleS,1ObcS2uzw9zs6jw0sRGPD07reuztFapU2mRv0FqxQdWY,sosyeolsonyoseoul,1,1,false
ScalderM,1sKdJQY9CsJNeX4BiZg1xTxSvxbrVxGxyEBUgQYlsiJo,"yourname028, vultures 3 grailer, diggadbutlessfamous, meaty michael",1,1,false
Grimes,1vGHk2uJcx7aPb-VzBqij3pN-Yih35hoImLnUXJmygBg,"Tulsafreak (@wa1meabay), wildandalooone",1,1,false
Jennifer Lopez,1Ke88dQ0Qj9tyItb8_TgVWLJGnwFUR2GM1JXGG-I_rcQ,@insomniacj & JLouboutins,2,0,false
Eli,1c6lss9-Oni2-ViSC_h-T9lztLB-H1vtnmmQJSRxq6ok,"klhrfan, ilovesaladfan",1,1,false
KARRAHBOOO,1jqfX4i0AbAikkPG1YRp40CnaglBCwqsAi5NWVOHkGMA,"Roses, thxyuvi",1,1,false
Leon Thomas,15kFj86llP8_MuBQPr-Isv-yYPfZFoVi0KQBzme_5ak8,dylan (somerandomassmf),1,1,false
Lloyd Banks,1eZkyoQmXuwt4mYKnoRSp1co9Z8b-YnGAUJzc64kkTV4,"GrimR3xx, Panda",1,1,false
SALEM,2PACX-1vQwKlt8Fzy9bnhePeOfBKe4sMhzH-Q8ij5eo3qXK134qXzWVIXstQhGbtFZH9bX0g,coldbeam,1,1,false
Chase Icon,1A1DoI9NDDzZqiyX5BZcHSCUq5z8XkefgGr9g7hwMSGo,missnewbreasts,1,1,false
Nickatnite,1_rtR0e5V2T7MdQ7lqu2qGclH3NC8VjX_FjUPbUWF6kU,crafter & howmanybands,1,1,false
Sheff G,1VsUkKon5S5SA-XVJ8_sgn44ZiodGaawH3GYujbmp8-c,"DarkStakerz, Gopo, zestysyrup",1,1,false
Punk Racks,1Ecqsn3OzpN0gh_Ik5aVKAFxPdQRwR10oK2JtegNe3IA,stashmuzik,1,1,false
Ice Cube,1bsNrVejh4H27uafX6jpnllbAuiVqRnDUMegKdTYAFQA,[iaon],1,1,false
Pet Shop Boys,1JDZjbhWqn_VriGSQabYK81vHuS7tVcRJ0IN9JB1jo4c,mateopato12,1,1,false
Ski Mask the Slump God [Alt #2],1wOYfZcP-UGA5xN2AP6UGbFbRGm3ylvCPYDlZhHQ4Iqo,Scizor,0,1,false
SpaceGhostPurrp,1uplnsVswpP0kQ4TSUczh-ghPtwXdw7cPK_xj9UUXBcc,"eyeblind, edideaur",1,1,false
Slayyyter [Alt],1kJBsqYYwEOhJw7yuvRGO47r1xdwxlKuIkWFAjCy5_nU,Jeen & XCX Archivist,1,0,false
Ween,1r-BTlbh2q9L74X6q4ILXB3NX81Xa34-c5Fe6Auo7exU,notvyrn,1,1,false
prodbycon,1Na_MW5Ug0NSPeoZgrrBwYYC7JKbBT_gTJlwsapIS6cc,prodbycon,1,1,false
Dax,1t1IuCgKrx3QjCt9CLrcu3FqA32qGAF8TeQjhCQHO4AY,raglord,1,1,false
Haunted Mound,1RWWxJTmob0fKPmY62amc7Q6sXS0KKm36PtZhz2li_ok,"miaslayer, 2h8q, crucifixion.shawty, screwgaze, pinknintendo, JAYDAHEATER!",1,1,false
Kygo,1uwnfL74at3NjRE0scurzhaBJfcQzpxzTsLfvF98kc98,@Dantheman7,1,0,false
Lil Peep [Alt # 3],1yZTHGMjtB3BDAK_Yz21Fk4nyHt8ZuUF1xVE9S1HwbRA,ShadowTB,0,1,false
Jhariah,1GrYPsZoUt6ubqi2ZQZaL4JmfNUMI-gNB1CmHqprmVac,NicolARark,1,1,false
K4$H K4$$!n0,1Krol237KAh9PPi7SpWSciSjJdS0_FCKKa_WeNYv47ok,xyan,1,1,false
Wu Tang Clan [Alt],1IK9NEjkSk9ln_qzfjD41dcMKAlaBMcekTJBQsuTKbS0,"TK, kill",1,0,false
H.E.R.,14-A5ZdkghctPgvPSfRm48Er8_RC3ea_EeMh1gVaP-jE,lioaf & skaura2,1,1,false
Slayr,1Cxa-m8flVnR4sn63dQBI-Zajd0ZkdGSFiiqB53Q63HI,"zryan1_, a77, stashmusik",1,1,false
ATEYABA,1CTPLBV3vNQffUySGzo1F4JqI03DdhtqBf_lcekckc9s,jovial_fox_16112 on disc,1,1,false
Bonnie Mckee,1YHAecEbAFcbHmEvuH9x0VUx9w0mQf7P06FxOvDX2caA,drunkenaor,2,1,false
Freddie Dredd,1eQwgruxLnhQN2MUbttQMfsYpHjpYSOyjmNPqZKFWpro,everglades#2139,1,0,false
Ms. Lauryn Hill,1mq4kMsy_ntvh-yI3i2YsriW_PgFRXeaJWg5nS1v-5mU,"grace, The Invisible Man II, emily, faiowne",1,1,false
Quincy,1vcyVWCz8ZcJPWIr27wLw4jHMuzKmov3wmIZhKOyhMUg,garfiiieeelld on disc,1,1,false
Rich Brian,1pvgSVw3Ke00Nle5ylebJmHXFtmsWkKmdnVo7vi8Gb4g,justjaelyn,1,1,false
Sky Ferreira,1un1NxDCNW2zqFmxUxZj09hhC9k2CDP1V5Io5_ELs6rA,"wa1meabay, beautifulloser",0,1,false
RainingLol,1x_VimFe43Q65YeUua_3btCXslBspkE1yWbcxiTKql90,stashmuzik,1,1,false
Julia Michaels,1IkODXEAnM3o1cTJPLEf3-XD6rGYco9DucmuaqYOnHhw,@leok,0,1,false
Lil Skies [Alt],1Kk1Cu8cH6cyTM37Ji1x8rn-VBZeYcOXorGEypdlU6K4,admission,1,1,false
Wu-Tang Clan [Alt #2],11PU52grDwUcblNjO5Fli_CJiBtMyc-11YpJCuW62qTY,kill,0,0,false
GY!BE (Live),10nylZvaRyD25I28_y9pVor_fzdDCya0EFNFpF9EmKLQ,e-tremblay,0,0,false
Poppy [Alt],1kFNyKAG5FgyZZcSvCVQrfN4R5onYke814Qep10W725A,@Hits_All_day,2,0,false
YABUJIN,1UJ2WrEDjy9ovgOQv915Iakxcx-AxWxYh7BvmIcsiSxE,stronkbonk_13,1,1,false
Ameer Vann,1MVBKTgkGvxpQfptCBHOYVIjlnLARRS4hVnd7tipkPl4,@thurston,1,0,false
Gracie Abrams,1HhzY1wz4ToOd2T_WiTJIK2Jl6rUv6_l7niBWFgzdM5I,.knifed,1,1,false
Stapanul,1t6OVMB9jhoikV6ne8-i4TdOFrcuhpUTK1VbaNd5QI9Y,poland1234567890,1,1,false
Lil Peep [Info],1-vbCj4mfJgEHqthcs51-b3VblCEXBhhNWasl3YoyvJw,xswitchblade,0,1,false
Madeon,1HNRAnK06TvtNco0G2_uHkl1eRrkX0-2EeBLeZ2y8eu4,"aj384, legion, Noah Norrod, Rift",1,0,false
Normani,1rj-FyaxpQ6LY0KlvYGiwZUVIT9p23J_yQR3xUFpUkSk,"raymeta12, skaura2",2,1,false
Proof,1lfFXBYjIAjnDbs2M6B2vtaD6ZRTBTneS9Z1Y66FDRpM,Gerry,1,1,false
City Morgue,1tuNgbBv16MJErzD7ffjEM8BFYXOQPectMY-aUR-LN9A,@grannykrakker on disc,1,1,false
G.O.A.T. Music,1D-3NLJFB7I8msiIgKtHezPOw2Pa0tqJ187H6YlJppqo,Alekei,1,1,false
Joji / Pink Guy [Alt],2PACX-1vRBycmGF8aFrQns9ZoD500U4uWpEtwXEOyZ6BY6t3MPWWBv5YMX0m9WW5TMgBtL32Yo5PQiHh5rhkoh,monsterTUBE_xxx on Twitter,0,0,false
Lancey Foux [Alt],1SIsRp6WYq3eiF0C6jFgXdkTBTzeh27MfhgJ9fOBrCI4,@vexaran,1,0,false
Lauren Jauregui,1wV1FD0SnjVYVwckBgm2IK2hJXBbROpNkissd82hZ1CQ,@LJ1,0,1,false
Quinn,1tN-4h54IwDEDo1I7BTKIgGkgoWvq-0X_-XrXvNwalP8,ichirofan10011,1,1,false
Mabel,14TpT-_yLmGGoHE1bOI4uRj6e8lu_nT7mX0jKNtVhz7Q,@cleopatra,1,0,false
NIKI,1-6dqjFxtvP-GxBXG7PppJjcueTnb7Y_RD44l7a6kef0,SukilsFem,1,1,false
Tyla [Alt],1md_JK1_qgVPo-OEitBtqvHUg1Yz6egBS3-r-O5g7wvA,"boyfromsouthdetroit, [TBA]",1,0,false
untitled,1Ca3vRAuWXeaRFImLUez7SAkfnRVmlIBlG3bQymOXw2c,phichanmeth on disc,1,1,false
Nicole Dollangager,1vzDIsvqMx_oKFCM5CvzhVe1SmD9O3i-abDAO9S8nF8c,mrmaidmotel,1,1,false
Kiesza,1e7rJxe5vievgnXj81m67Qs6YVKsFtvFFLHdDYHqCeMo,@aviciinternational,1,0,false
Leah Kate [Alt],1RoMG4RyJ4d6L9jJMHSKYjavaqtkKdaDLpHd2JM8mSh4,Superoverrr & superaliveandover on discord,1,1,false
Magdalena Bay,1fMWdOZzNeyB_Fyc33BAFtL1A8XTxoQbXsrYodyBELjA,"kama, experimental, silverlake",1,1,false
Nadia Oh,11FYhns6cGUJVeC5hwUb_Y5eT0su8mXSUPOzJZWZRuVI,iamreal3321,1,1,false
Primus,1kSkxcpZgLqNb3ms5gdGcAL04cg4ylA_MwbRLVemVPoY,@Bl4ckBugs,0,1,false
The Avalanches,1dTTzRtVx8iUDViabUwKzCr7jKFIlTho5YMmydnFzKEc,FinleyGómez#3383,1,1,false
The xx,1-44cL1Ofnt1TE8zv3K6DkzNqi7CiRplUTL7fx9zPI-M,SukiIsFem!,1,1,false
Jai Paul,1YOehCZsSOcKL9bH7WCSsvCji8wUaJKSPLuOYsJKLv0Y,/u/ghostbubbles,1,1,false
Jeleel,1NkfBsciPOwC7bIpFxbxMI_XoREm52Q7WmF4W2k1Je8I,coad,1,1,false
Ca$his,1i0BDjBiYg6Zne2enstrnuPiTZ-gHIr1E8qRUxUMckd8,"HighSpeedChase, Eminem's Wicked Shit, KonoKujo",1,1,false
Coyote Archive,1ZkWPB9s9vmrZcqqID9yjBKLn9VkAoAry-OwwqNxkOHw,king.dar1us.,1,1,false
Days of the New,1pkrp1EptVEj8I1Kzic6FeSnDO05WfaSMSsYZX1yUNO8,DukeSlayer64,1,1,false
Lipgloss Twins,1mfPZ22Er-bWAiiXwcVxQCer09qZ9Ks8-8MMVf63Y8IM,iamreal3321,1,1,false
Mike Shinoda,1M21FFbsTB-OzYSByh9YRwG1vkWDBUUDk8GJS97lgT4o,"Max ""Stupidity at it's Finest"" Leavit, SerioDrew, SlimCollision",1,1,false
Giveon,19UrjsIo31_K9wfRvEejB4_NlfDvKPRjyKv0LYu72Pxw,"luis, jobin, korms, mizticaltoez, andygump211, blake, jae",1,1,false
SAINt JHN,1pGXBYLfew01Fol15HVvJ08UNag3guqCAo9nFeNitFkM,@Maxen,2,0,false
Allie X,1HpyOmkssjwlMmT81HIZe8IOn4RiJPTEt1_Puol60OvE,"wildandalooone, honeymoonboo",1,1,false
Jay Critch,1TaDxURBOgJZILkPG1ZyYVBe53CcJaGdimh0pSdfJbYE,@Jay Critch,2,1,false
Justxn Paul,1YwFmb2jRhomAr-z4aFPKAwWJkYHTf2QfqFyeK6X7yFY,Alekei,1,1,false
Lady Gaga [Alt #1],1UAHs1YhoUYuByoxsxR_vC5-zgmWq3qG5-jesUCHo4qg,"raymeta12, the_real_ariana_grenade, leok",1,1,false
SosMula,1g4wGHgo_7bdC_nnWg7BA80cGo1aQV9OE8qtm8dKqUgw,u/MulaKami666,2,1,false
Xzibit,1EVBoDCk8uZ5ft1wRpTsqJlHxfdYDnFVbbD5bRMR6qpw,"GrimR3xx, TEATI",1,1,false
Jason Malachi,1apNa7pzgK_yqtlN15Y8yJySZeZd_Zz82wKmTsieVg5k,xscapee,1,1,false
Mabel [Alt],1Q9KzQqWcnulcBgCTkuNvxuXUunn69hmoeNvDPjazVEE,@chichinya,1,1,false
MGK,1WkJIdOQZ45qh87XJx8V7vPkEAf4DdV1v,"shirai_goodhunter, hoelord, tyrantsky, nonamexx, lufc_fan_4.life",1,1,false
2hollis,1wE6F4iSGvQzKv4mDbApu4KOk-XCvJgbm4fuO5IzBx5Q,"spex, .knifed, emo yn, jewlz, brimcoole, residence",1,1,false
Windows96,1lVjb21h3l3jEmXuN2X8emAxTqurD-C-zRkeag9h03Sw,"ColbyJackChedda, SillyEevee",1,1,false
Lucy Loone,1fx7K_3ZxCpRdap3sVry7i5n22oEPZvDw8abuCK59G7M,plsticlqd,1,1,false
Shed Theory,16tjBtKro4UD8UVAsJdHaeW1J0TDiOU5wxc_mHOdFeUQ,vnderscore & imlukie,1,1,false
6Vib3z,1Gk4Xacaw_IeqqcBm_1M_p4Gx3siGoIlwUp8d7hSnrAI,@Saiyaman999,1,0,false
afrosurrealist,1OfLRtdfW0SikpmOJpzBXNVv5L-O3zxP245_T-i6Twgo,xyan,1,1,false
Katy Perry,1rK17QkH3HQexM3zOSNyQ3ZEE1ndTeaktudctKxmfQkg,"@waynvr, @W4YNEZ",1,1,false
"Royce Da 5'9""",1pwUiDLO02pqKZjsAqA7lyf-EmWHzuxq4ACQ--76CeRA,GrimR3xx & SavageGamer44,1,1,false
Thaiboy Digital,2PACX-1vS6kX9D6BPvafzeTXX-QTPlw-sCmcT3S2ILGN7JbyMygBZd0QUfOMv1laweekr3JQSVh7U4c46my2U5,monsterTUBE_xxx on Twitter,2,0,false
UPSAHL,1S-oXxvDMZh2xzvSXrV-Fj69OzRWrZl4xwWHCwz3p8TY,@Vinyl,0,1,false
Veeze [Alt],1abHieI_Uloarr9luFqjONk4giiNBAG9Ok95qb7uKVWM,"Roses, thxyuvi",1,1,false
POORSTACY,1vu4M8Lj4jP46cWVs3I4CtPvhlWCeAcOY2mJXSJFmfaU,joonboy_ on disc,1,1,false
TYNI,1_tOcpzQg8_Eyj6NT9tfOBqxYVpRrZAf9gD2U_U8vlkE,iamreal3321,1,1,false
Camila Cabello [Alt #2],10l2S9uNFGegmmySVIBhJKhSNTUSIv85eTFpUcOyZfF0,@cleopatra,1,0,false
ChaseSYNX,1veI72cFeUcPd_la-UxAlZqDO-q-lQTU78jM17aA4QG4,antshortnose on disc,1,1,false
Lionel Scott,1K1PZSCz1PlGU_LZyG4hV1SSYBdJw4zDOsr-S1p0d5sg,yungtron,1,1,false
Pozer,1jFWSNxv4mUenqn6pcOmUyRkPCuwRNxWQLe-w-Zb86VI,darkstakerz,1,1,false
Pusha T [Alt #2],11s3VvFmPKPxcs-ZDJe6nmao5cBjab9Sp0uqAZ3-MyDc,@IAmBatby,2,0,false
UPSAHL [Alt],13Za59VQpyxuV8CmgrNDjK-SMJ-g7rIyUUU2HmwMmDBI,Sippy,1,1,false
Jessie Ware,1NuF18COdKa3I0R1BKQkMAcRkq5fJplF7p8uMuwPmVws,stimulative,1,1,false
Malcolm Todd [Alt],19xa1x5jaG64EJ7cmdGFBJsBzB1B3ZVolzlP-CLHTxbM,That1person.,1,1,false
Marwan Moussa,16BiHIX6f_pj2pyeH-6UfwKpYtV8TD4nfP5IqHyYvlxk,Joroka,2,1,false
Phl Noturnboy,1olDfFJOhgUGoUu5YuSznISkFx7C5D9GjoHHTjYEUHfs,m44tine,1,1,false
shebeel661k,1JNBQwTH-LJ49YPMWZjIwuRWbYo9L2AM9RS5up-LJMA0,darzn#0006,1,1,false
International Jefe,1aYKtZUUwQ8gNtYfDVoK2UREFDr7EH2Ue2sujbNZjK3E,Roses,1,1,false
Leah Kate [Alt #2],1w0LGCpDq1x6BnFfPOVpjcqAi3zDolQC_Xtt6PZamg-0,Jamie,1,0,false
Pink Guy,1AsEOLaxt35IMQgGDvrk_JoM9FbL2CQIyhR4j6_UlyJU,justjaelyn,1,1,false
shiey,1RhFKRLKc7PkncRCSspJI5FxvEToiWX37SQzhAuCMkys,justjaelyn,1,1,false
Jake Chudnow,1zXSSvHGaoP_XGLo9U99GDdLXSlL-lJEAvOZWNz9jprw,Matoseb,1,1,false
Regurgitator,1a0MHNCTYt_gHiyu0B1Yt5MGEZy1Mu-A7T0Xtui9iWbk,@Bl4ckBugs,1,1,false
Lady Gaga [Alt #2],1hBBNOMoUIM0aZ8zSgPWsRXfq0PUGSfg4du9RQd8f5QA,@uvglow,2,0,false
Edward Skeletrix [Alt],1XbLGDUkFy8glOxkoG-99vB-FB-eXdmtYGtsPHP7YFKw,"goon, jer, bunboi, varion, Macncheese0",0,0,false
K-391,1ZLRr68hoieDOIHWrgg8APiR5jzWHvx5t9U_Hqgzc6T0,@theamogusguy,1,1,false
Paris Shadows,11fQ6bQPpyx83zM1HsM1B09Tc4BHu_9SJippAYloATPk,joonboy_ on disc,1,1,false
Amerie,1MF5DMz2aasa1vlqdz2n5oSEZaVdjD4l-6n0x7AQTv8M,HighSpeedChase,1,1,false
Mag.Lo,1io02njaCQT09wbZTc7WpNiyE0zdssBxK8vCXXjwY8dE,mfnamednaji,0,1,false
SoGoneSoFlexy,1JncPnYfOuIKXH9fkl6Gru9Sj9aZ6Wk-wKF-Bb90SKms,Tuck & Bruno,1,0,false
City Morgue [Alt],1USHckCC5lm9l6biJgaSkW7HHwc2nF_Qxr6VU_fNTMpE,xyskial,1,1,false
De La Soul,19KA4hq1j8sVhTEt4gqWWn6Potw9N_IGGJ2bwgZeVYHI,The Invisible Man II & Mel0njuice,1,1,false
Killjae,1q2wCk7JpGluA0kxf6u96yCqebJ4BJNpM11XL9ifoLd8,@slemns,1,1,false
Silas,1l1B5jtraBCpUW2ZWks4Ghh1MOqZuDOinXFDeePqvis0,@comptonrapper & Skiwalker Home,1,0,false
Alexsid46 / Synthsid,1Z1zT9I-ZFDQQaetzcykJqybbd-HqEnhtP31jnNam3SY,"soawesorem, wrennyyyyy",1,1,false
Bishop Lamont,1sOcipHxU2BXbWKbl5_2BVYlGDc4kFfTR2cZO7HUCrgQ,HighSpeedChase,1,1,false
Malcolm Todd [Alt #2],1-BmNUQhG376ROKbEft8GOPdc3x7BK-K1MI_UF3Uiuno,Green Clover,1,1,false
Cyclefly,1gpiy1E672HMeCQ3JqKC0_ywTW5OlSEi_O8tR6iIBY7k,crunealt,2,1,false
Jean Dawson,15n8zjXaEJfTbrIGBb01godl1pKwkQpqWHJuxZzIjWwE,FLVKCOJODYE,1,1,false
Karol G,1AH-7Pq4SLcb_OyKJRyzhwuXMPPIxh2ruwJ1GIQJHYbc,Sanchez,1,1,false
MAVI,1FUbWdQG-gPD-qE7zo1Vm1M-_aYKiqPptCXEDTVH9mPY,manick & nart,1,1,false
Parannoul,1XFYAR-ywq0GCa_N1N3FjBH0EthcZQelapFCC1ktisGw,"tueday, multi, merane",1,1,false
YABUJIN [Alt],198-_Mfi3Rq_geGzjYbX7xNDGzxu2svWPgK06tEXPBfM,kebabmf,1,1,false
AJR,1ZM-WEX9KcGo25GOE0elDFv-rUuX7SvAxZIIBPNcstPk,Ne0nL1ght5,0,0,false
Axxturel/Luci4/4Jay,1F1ciYB_-wfZqKXzQNpc5Eh0auJo7TrdkGNNDmY7gfyY,"Hauska, SeanGreen12, Dumyxd",0,0,false
BBNO$,1u0ChCtTRsRmo6gc9CiNJPA1SxTOszlhU,???,0,0,false
BoyWithUke/Chandol,1NDNobJuQUKdA-hkkZSyVwzPAK78S0J6Tz5dkWMj0AHM,???,1,1,false
Kelela,1iOFdNGYUvKaGzzElcbxklULktuLLCbKJ53PQbiKt7Bw,"sunshinecandy, Nico, Saori Kido",1,1,false
TUL8TE,1hcASWWpKt7wLQdEfK1X-ROi8Sr8OBU3dxD9xySHNUw4,00m500_,1,1,false
Dove Cameron,1HQBIxmD6IvBUuiVmxeA35Cs-WMlUYCxaOkVcfijEDVI,honeymoonboo,1,1,false
Ellie Goulding,1nvM99X5oH0IVZsei6DplroG2UJoGnaP7igxUfjM1HZ4,@honeymoonboo @sanchezxoxo,1,1,false
iLVMUSIC,1tt3lzNBdXP5Mic4qO7vgEemOcCSQ7jG09u1J7CGU4o8,"xyan!, SAMMCX, Yerlsd, YOURNAME028",1,1,false
Shawn Mendes [Alt],1FcHXuOgU4VaqQJzYQKdBY58iTNRv7Q1m7KxC4H7Mh4M,Gustavo Mendes,1,1,false
Tokio Hotel,1e2oZ8BgQ2VSPJFqBaN6j68gZ-xQq8Pv0iApLRoc3vmA,heydu_.,1,1,false
Death Grips [Alt],1pogjtB01aiqXoc3Hun4wJZbWVA6eRerzX88BNnoyM2Y,Kanye West#7874,2,0,false
Nessa Barrett,1NewL_cByhbnFqbcT4AVe0Zyqzjk75Y2H2Qoc21mosmA,"imissdbreedotorg, rxttingkorpse",1,1,false
Troye Sivan [Alt],1TdzAx-eOyUjshgX_4vzG6nSO76T3Lv7D3cbjdx5kDIM,Jeen,1,0,false
Young Buck,1NtXyFVB2bzX3RHDaaEVfGibRQfu_X_k_4sWmnpMKSbg,B4C0N,1,1,false
Cheryl Cole,1_sGfp4U8ILO-aOOXyPK1l9tjf63uJQCILStM3ilBnm4,Unfixqble,1,1,false
Jojo Siwa,1WCqKvQIcGi_cBXiF2HgpxF-AqxM80HJUfkqQl4v9PBQ,"@imissdbreedotorg, @Space Gem",1,1,false
McKenna Grace,1yrLgXqkYMlXtT51TLBPZ7XkWicIfTbwGsKEXAug86Yw,imissdbreedotorg,1,0,false
Tove Lo [Alt],1pVAXTe2c_WVv0REg_FzaqJs4qpoUEnCpbjj2g4AAqao,???,0,0,false
Anuel AA/Nuego Flow,1YS70vYzwvgtDEFK0QBikk3rdgt3Wz4078hbr1rCOwPY,rojas8166,1,1,false
Bridgit Mendler,1THgTrdFItgXyueuF05-8_KuhBxVtMHtGeyUe5lD0KJo,"foreverangel, Lonely Productions",1,1,false
Brooke Candy,1GAK_SZ-fQQ41K6RR2Uv9gJPXPPw4knw8yeWwouOOf6w,abracadabra,1,0,false
Foxes,1d6oI8k7MRK94JZm8ZQAlb3SFexoocB1IDhkkWkZFXHg,August Underground,1,1,false
Isabella Lovestory,151TUGx5wLKQ44A8Qzw5lvkrpuSUMzwckM2y3SfQO3Nc,"Melancolia7, sadisticfresa",1,1,false
ISSBROKIE / shteppi,1hk6lt8yeMCsgeL7J9WtS391nkiCnqbxkdcQzD6F-Yqw,Mackson,1,1,false
Mariah The Scientist,1QAaGyhrRkB1bkDbbvMfJ6oxp0WDsna3k2xo3mscPR7M,keewee,1,1,false
Reneé Rapp,1hPXYN09q4qI4L4Kdcmnn4Ybqt4V4cnv0zvTi_SnocMk,t8tert0t24,1,1,false
